food_name,calories_x,carbohydrates_x,fiber_x,fats_x,glycemic_index,category,description,brand,food_category,sugars_x,proteins_x,serving_weight,restaurant_name,serving_size,serving_unit,calories_y,carbohydrates_y,sugars_y,fats_y,saturated_fats,cholesterol,sodium,fiber_y,potassium,proteins_y,calories_per_100g,carbs_per_100g,fats_per_100g,gi_category
"cheese fries, regular",,,,,,,,,,,,,Wingstop,10.0,oz,281.28,8.63,0.28,21.44,11.69,59.25,392.34,0.43,155.44,13.48,,,,Unknown
cheese menucci,,,,,,,,,,,,,Bertucci's,1.0,Serving,85.05,0.62,0.29,6.34,3.73,22.4,177.75,0.0,21.55,6.29,,,,Unknown
cheese pizza,,,,,,,,,,,,,Bertucci's,1.0,Serving,452.2,56.66,6.09,16.47,7.59,28.9,1016.6,3.91,292.4,19.36,,,,Unknown
cheese quesadilla,,,,,,,,,,,,,Chili's,1.0,Serving,713.92,46.77,4.29,44.78,22.42,100.88,1359.94,3.3,197.88,30.9,,,,Unknown
"cheese, 1 oz",,,,,,,,,,,,,Rubio's,1.0,oz.,140.0,27.91,10.0,4.0,1.36,0.0,140.0,9.0,178.8,2.0,,,,Unknown
cheeseburger,,,,,,,,,,,,,McDonald's,1.0,Serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,,,,Unknown
cheeseburger bites,,,,,,,,,,,,,Chili's,1.0,Serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,,,,Unknown
cheeseburger with onion,,,,,,,,,,,,,In-N-Out Burger,229.0,grams,321.46,28.4,1.65,12.49,5.04,59.45,818.14,0.9,439.8,22.77,,,,Unknown
cheesecake,,,,,,,,,,,,,Chili's,1.0,Serving,401.25,31.88,27.25,28.13,12.4,68.75,547.5,0.5,112.5,6.88,,,,Unknown
cheesy burger,,,,,,,,,,,,,Tony Roma's,1.0,burger,158.19,15.34,0.78,10.14,1.56,1.13,254.02,0.62,55.85,1.63,,,,Unknown
cherries,264.0,58.04,1.92,0.04,,Diabetic-Friendly Foods,CHERRIES,DELL'S MARASCHINO CHERRIES,Baking Decorations & Dessert Toppings,,0.0,,,,,,,,,,,,,,,,,,Unknown
cherry coke,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,163.89,40.66,38.93,0.86,0.0,0.0,10.21,0.2,37.93,0.1,,,,Unknown
chia seeds,493.0,44.7,36.1,31.160000000000004,,Diabetic-Friendly Foods,CHIA SEEDS,HARRIS TEETER,Other Grains & Seeds,,17.9,,,,,,,,,,,,,,,,,,Unknown
chick-fil-a breakfast filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,,,,Unknown
"chick-fil-a chick-n-minis, 10 ct",,,,,,,,,,,,,Chick-fil-A,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,,,,Unknown
chick-fil-a chicken biscuit,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,,,,Unknown
chick-fil-a chicken sandwich,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,465.63,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,,,,Unknown
chick-fil-a cool wrap,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,747.68,46.02,1.94,40.35,12.55,125.72,1055.49,5.43,770.26,48.63,,,,Unknown
chick-fil-a filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,,,,Unknown
chick-fil-a icedream cone,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,274.11,35.08,26.54,12.81,7.73,49.72,120.2,0.96,239.37,4.75,,,,Unknown
chick-fil-a icedream cup,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,168.03,7.95,2.9,6.15,1.06,48.19,352.44,2.56,430.08,20.0,,,,Unknown
"chick-fil-a lemonade, gallon",,,,,,,,,,,,,Chick-fil-A,1.0,Serving,482.04,77.05,56.11,18.07,2.92,46.5,407.95,0.56,120.19,3.4,,,,Unknown
"chick-fil-a lemonade, large",,,,,,,,,,,,,Chick-fil-A,1.0,Serving,98.8,25.74,24.65,0.1,0.01,0.0,9.88,0.0,37.05,0.17,,,,Unknown
"chick-fil-a lemonade, medium",,,,,,,,,,,,,Chick-fil-A,1.0,Serving,67.68,17.56,17.05,0.19,0.03,0.0,9.18,0.07,26.46,0.0,,,,Unknown
"chick-fil-a lemonade, small",,,,,,,,,,,,,Chick-fil-A,1.0,Serving,98.8,25.74,24.65,0.1,0.01,0.0,9.88,0.0,37.05,0.17,,,,Unknown
chick-fil-a sauce,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,,,,Unknown
chicken,,,,,,,,,,,,,Chipotle,4.0,oz,187.0,0.04,,11.11,3.11,79.9,60.35,0.0,173.4,20.37,,,,Unknown
chicken & pancakes,,,,,,,,,,,,,IHOP,1.0,Serving,273.2,44.65,7.89,6.96,1.42,35.9,615.74,1.34,295.36,7.88,,,,Unknown
chicken & salad,,,,,,,,,,,,,Bertucci's,1.0,Serving,253.99,3.3,2.41,17.78,4.08,63.93,226.33,0.37,208.22,19.18,,,,Unknown
chicken & vegetables,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,99.57,7.01,1.71,7.45,0.65,0.57,177.02,1.73,242.48,2.63,,,,Unknown
chicken & waffles,,,,,,,,,,,,,IHOP,1.0,Serving,1012.31,71.66,24.19,53.83,17.64,266.33,852.11,0.17,676.81,58.17,,,,Unknown
chicken biscuit,,,,,,,,,,,,,Church's Chicken,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,,,,Unknown
chicken bites,,,,,,,,,,,,,Chili's,1.0,Serving,50.1,7.75,0.57,1.52,0.38,0.92,91.5,0.18,45.98,1.33,,,,Unknown
chicken breast,123.6,2.4259999999999997,0.26,4.954,,Diabetic-Friendly Foods,CHICKEN BREAST,GIANT EAGLE,"Poultry, Chicken & Turkey",,20.4,,,,,,,,,,,,,,,,,,Unknown
chicken bruschetta,,,,,,,,,,,,,Bertucci's,1.0,Serving,445.54,31.83,1.96,14.66,4.56,108.66,754.92,3.45,725.02,44.84,,,,Unknown
chicken chilaquiles bowl,,,,,,,,,,,,,Rubio's,1.0,Serving,875.56,55.57,12.59,55.66,19.98,425.64,2130.82,8.29,398.97,39.83,,,,Unknown
chicken chow mein,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,294.94,21.85,1.94,14.88,2.72,57.75,565.45,1.6,262.13,18.46,,,,Unknown
chicken drunken noodles,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,383.52,52.46,0.95,14.58,6.71,0.0,1633.32,3.06,75.14,9.86,,,,Unknown
chicken fried rice,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,288.25,24.99,0.98,12.12,1.84,106.3,354.27,0.91,236.04,18.56,,,,Unknown
chicken jr.,,,,,,,,,,,,,Burger King,1.0,serving,187.0,0.04,,11.11,3.11,79.9,60.35,0.0,173.4,20.37,,,,Unknown
chicken marsala,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,355.65,8.08,0.81,26.87,9.66,67.5,441.79,0.52,235.52,15.24,,,,Unknown
chicken noodle soup,,,,,,,,,,,,,Noodles & Company,1.0,Serving,119.04,14.73,0.0,3.77,0.95,19.84,1661.6,2.48,119.04,5.75,,,,Unknown
chicken pad thai,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,838.4,45.59,17.95,44.65,10.98,402.39,1301.34,4.38,791.13,64.07,,,,Unknown
chicken parmesan,,,,,,,,,,,,,Bertucci's,1.0,Serving,324.36,17.36,4.44,16.92,4.05,85.86,852.24,1.43,465.87,25.71,,,,Unknown
chicken parmigiana,,,,,,,,,,,,,Olive Garden,1.0,serving,324.36,17.36,4.44,16.92,4.05,85.86,852.24,1.43,465.87,25.71,,,,Unknown
chicken piccata,,,,,,,,,,,,,Bertucci's,1.0,Serving,490.06,8.93,0.89,37.77,14.27,119.76,600.19,0.79,313.62,28.84,,,,Unknown
chicken quesadilla,,,,,,,,,,,,,IHOP,1.0,Serving,1069.07,92.46,6.29,50.2,23.46,181.9,1814.88,7.21,880.89,60.53,,,,Unknown
chicken scampi,,,,,,,,,,,,,Olive Garden,1.0,serving,253.99,3.3,2.41,17.78,4.08,63.93,226.33,0.37,208.22,19.18,,,,Unknown
chicken shack,,,,,,,,,,,,,Shake Shack,1.0,Serving,278.2,0.12,0.0,17.95,5.39,166.4,226.2,0.0,330.2,30.51,,,,Unknown
chicken tortilla soup,,,,,,,,,,,,,Rubio's,1.0,Serving,259.7,39.98,7.99,4.02,2.0,19.6,1700.3,5.88,,14.01,,,,Unknown
chickpeas,111.4,19.575,5.880000000000001,1.436,36.0,Diabetic-Friendly Foods,CHICKPEAS,LOWES FOODS,Canned & Bottled Beans,,8.0,,Sweetgreen,1.0,Serving,268.96,44.97,7.87,4.25,0.44,0.0,11.48,12.46,477.24,14.53,,,,Low
chili,,,,,,,,,,,,,Wendy's,1.0,can,566.4,29.28,5.28,34.08,10.82,100.8,1972.8,2.4,888.0,36.14,,,,Unknown
chili's philly sandwich,,,,,,,,,,,,,Chili's,1.0,Serving,646.78,55.23,6.41,26.85,7.25,104.82,1005.81,3.55,506.68,45.21,,,,Unknown
"chili, large",,,,,,,,,,,,,Wendy's,1.0,serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,,,,Unknown
"chipotle iced tea, 22 fl oz",,,,,,,,,,,,,Chipotle,22.0,fl oz,239.07,59.89,59.03,0.0,0.0,0.0,24.52,0.0,61.3,0.0,,,,Unknown
"chipotle iced tea, 32 fl oz",,,,,,,,,,,,,Chipotle,32.0,fl oz,239.07,59.89,59.03,0.0,0.0,0.0,24.52,0.0,61.3,0.0,,,,Unknown
"chipotle sweet iced tea, 22 fl oz",,,,,,,,,,,,,Chipotle,22.0,fl oz,79.76,20.71,19.96,0.0,0.0,0.0,0.2,0.0,50.23,0.0,,,,Unknown
"chipotle sweet iced tea, 32 fl oz",,,,,,,,,,,,,Chipotle,32.0,fl oz,79.76,20.71,19.96,0.0,0.0,0.0,0.2,0.0,50.23,0.0,,,,Unknown
chipotle-honey vinaigrette,,,,,,,,,,,,,Chipotle,2.0,oz,70.56,3.56,3.17,6.21,0.87,0.0,291.94,0.0,24.7,0.12,,,,Unknown
chips,,,,,,,,,,,,,Chipotle,4.0,oz,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
chips & fresh tomato salsa,,,,,,,,,,,,,Chipotle,7.5,oz,29.4,6.5,4.36,0.37,0.05,0.0,580.65,1.84,363.83,1.47,,,,Unknown
chips & guacamole,,,,,,,,,,,,,Chipotle,8.0,oz,355.51,43.39,0.76,19.67,2.69,0.0,433.39,6.64,374.52,5.08,,,,Unknown
"chips & guacamole, large",,,,,,,,,,,,,Rubio's,1.0,Serving,355.51,43.39,0.76,19.67,2.69,0.0,433.39,6.64,374.52,5.08,,,,Unknown
chips & queso,,,,,,,,,,,,,Chipotle,8.0,oz,357.0,45.39,1.66,17.67,3.15,5.63,683.48,3.5,168.82,5.99,,,,Unknown
chocolate cake,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,424.01,57.6,43.56,21.85,6.45,23.98,379.32,2.4,294.3,3.79,,,,Unknown
chocolate chip cookie (1),,,,,,,,,,,,,Yoshinoya,1.0,serving,147.6,19.61,9.87,7.42,2.43,0.0,93.3,0.6,51.3,1.53,,,,Unknown
chocolate chunk cookie,,,,,,,,,,,,,Noodles & Company,1.0,Serving,147.6,19.61,9.87,7.42,2.43,0.0,93.3,0.6,51.3,1.53,,,,Unknown
chocolate milk,,,,,,,,,,,,,Wendy's,1.0,serving,207.5,25.85,23.85,8.48,5.26,30.0,150.0,2.0,417.5,7.93,,,,Unknown
chocolate shake,,,,,,,,,,,,,Burger King,1.0,serving,540.74,96.11,94.74,12.27,7.64,49.98,504.38,1.36,1017.86,13.86,,,,Unknown
chopped romaine,,,,,,,,,,,,,Sweetgreen,1.0,Serving,753.19,15.11,4.33,78.45,6.74,0.0,0.0,10.46,446.9,10.0,,,,Unknown
chopped salad,,,,,,,,,,,,,Rubio's,1.0,Serving,530.95,25.13,8.93,41.82,10.3,130.86,1179.56,8.4,907.25,17.89,,,,Unknown
chow mein,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,294.94,21.85,1.94,14.88,2.72,57.75,565.45,1.6,262.13,18.46,,,,Unknown
church's signature hot sauce,,,,,,,,,,,,,Church's Chicken,1.0,Serving,0.52,0.08,0.06,0.02,0.0,0.0,124.22,0.01,6.77,0.02,,,,Unknown
"church's southern sweet tea, large",,,,,,,,,,,,,Church's Chicken,1.0,Serving,87.5,22.7,21.95,0.0,0.0,0.0,0.22,0.0,50.27,0.0,,,,Unknown
"church's southern sweet tea, regular",,,,,,,,,,,,,Church's Chicken,1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,,,,Unknown
"church's southern unsweet tea, large",,,,,,,,,,,,,Church's Chicken,1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,,,,Unknown
"church's southern unsweet tea, regular",,,,,,,,,,,,,Church's Chicken,1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,,,,Unknown
"cider, half yard",,,,,,,,,,,,,Yard House,1.0,Serving,3.13,0.14,0.06,0.0,0.0,0.0,0.75,0.0,10.88,0.0,,,,Unknown
cinnamon,32.0,13.34,0.0,0.0,,Diabetic-Friendly Foods,CINNAMON,ROUNDY'S,Herbs & Spices,,0.0,,,,,,,,,,,,,,,,,,Unknown
cinnamon churro,,,,,,,,,,,,,Rubio's,1.0,Serving,103.04,8.43,4.84,7.66,0.51,0.0,43.71,0.18,5.45,0.48,,,,Unknown
cinnamon swirl,,,,,,,,,,,,,Church's Chicken,1.0,Serving,290.4,47.01,18.78,9.92,2.86,0.0,686.4,1.23,,3.82,,,,Unknown
cinnascramble,,,,,,,,,,,,,Panera Bread,1.0,Sandwich,580.0,,,,,,,,,,,,,Unknown
clam chowder,,,,,,,,,,,,,Yoshinoya,1.0,serving,200.66,21.03,0.58,10.01,,,871.22,2.54,444.5,6.63,,,,Unknown
"classic fridays combo, al pastor and garnish",,,,,,,,,,,,,TGI Friday's,1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"classic fridays combo, apple butter bbq",,,,,,,,,,,,,TGI Friday's,1.0,Serving,357.5,27.93,,20.5,3.57,170.0,1322.5,3.25,635.0,6.7,,,,Unknown
"classic fridays combo, dry rub",,,,,,,,,,,,,TGI Friday's,1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"classic fridays combo, frank's redhot buffalo",,,,,,,,,,,,,TGI Friday's,1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"classic fridays combo, garlic parmesan",,,,,,,,,,,,,TGI Friday's,1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"classic fridays combo, korean red chile",,,,,,,,,,,,,TGI Friday's,1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
"classic fridays combo, nashville hot",,,,,,,,,,,,,TGI Friday's,1.0,Serving,357.5,27.93,,20.5,3.57,170.0,1322.5,3.25,635.0,6.7,,,,Unknown
"classic fridays combo, spiked orange glaze",,,,,,,,,,,,,TGI Friday's,1.0,Serving,601.63,34.76,29.82,28.31,5.47,142.88,561.25,0.8,994.04,50.88,,,,Unknown
"classic fridays combo, whiskey-glaze",,,,,,,,,,,,,TGI Friday's,1.0,Serving,357.5,27.93,,20.5,3.57,170.0,1322.5,3.25,635.0,6.7,,,,Unknown
"classic fridays combo, whiskey-glaze blaze",,,,,,,,,,,,,TGI Friday's,1.0,Serving,357.5,27.93,,20.5,3.57,170.0,1322.5,3.25,635.0,6.7,,,,Unknown
classic melt,,,,,,,,,,,,,Burger King,1.0,serving,805.45,7.18,3.5,77.56,22.46,96.96,3060.17,1.03,303.67,22.58,,,,Unknown
classic nachos,,,,,,,,,,,,,Chili's,1.0,Serving,805.45,7.18,3.5,77.56,22.46,96.96,3060.17,1.03,303.67,22.58,,,,Unknown
classic ribeye,,,,,,,,,,,,,Chili's,1.0,Serving,805.45,7.18,3.5,77.56,22.46,96.96,3060.17,1.03,303.67,22.58,,,,Unknown
classic smash,,,,,,,,,,,,,Smashburger,1.0,Serving,805.45,7.18,3.5,77.56,22.46,96.96,3060.17,1.03,303.67,22.58,,,,Unknown
classic white miche bread,,,,,,,,,,,,,Panera Bread,57.0,gram,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,,,,Unknown
cob sandwich,,,,,,,,,,,,,Church's Chicken,1.0,Serving,688.14,13.68,7.18,51.41,15.42,302.14,1232.61,4.49,945.36,42.8,,,,Unknown
cobb salad with chick-fil-a filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,161.7,0.0,0.0,3.5,0.99,83.3,72.52,0.0,250.88,30.4,,,,Unknown
"coca-cola (with ice), large",,,,,,,,,,,,,In-N-Out Burger,22.0,oz.,163.89,40.66,38.93,0.86,0.0,0.0,10.21,0.2,37.93,0.1,,,,Unknown
coconut oil,875.4,0.0,0.0,98.66,,Diabetic-Friendly Foods,COCONUT OIL,HARVEST FARMS,Vegetable & Cooking Oils,,0.0,,,,,,,,,,,,,,,,,,Unknown
cod,876.6,1.058,0.15,20.96,,Diabetic-Friendly Foods,COD,MOREY'S,Frozen Fish & Seafood,,12.4,,,,,,,,,,,,,,,,,,Unknown
coffee,,,,,,,,,,,,,In-N-Out Burger,15.0,oz,2.37,0.0,0.0,0.05,0.0,0.0,4.74,0.0,116.13,0.28,,,,Unknown
coke,,,,,,,,,,,,,Olive Garden,1.0,serving,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,,,,Unknown
coke zero,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,7.1,1.03,0.0,0.11,0.0,0.0,28.4,0.0,28.4,0.39,,,,Unknown
"coke, large",,,,,,,,,,,,,Church's Chicken,1.0,Serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,,,,Unknown
"coke, regular",,,,,,,,,,,,,Church's Chicken,1.0,Serving,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,,,,Unknown
cole slaw,,,,,,,,,,,,,Tony Roma's,1.0,serving,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,,,,Unknown
coleslaw,,,,,,,,,,,,,KFC,1.0,Side,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,,,,Unknown
"coleslaw, large",,,,,,,,,,,,,Popeye's,1.0,Serving,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,,,,Unknown
"coleslaw, medium",,,,,,,,,,,,,Culver's,1.0,Order,62.4,3.81,3.22,5.34,0.78,4.16,113.6,0.02,1.44,0.14,,,,Unknown
"coleslaw, regular",,,,,,,,,,,,,Popeye's,1.0,Serving,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,,,,Unknown
colorado smash,,,,,,,,,,,,,Smashburger,1.0,Serving,158.48,29.26,1.63,3.56,0.52,0.0,210.39,3.07,739.99,3.46,,,,Unknown
corn chips,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,Low
corn dog,,,,,,,,,,,,,Culver's,1.0,Order,460.25,55.79,,18.9,5.16,78.75,973.0,,262.5,16.8,,,,Unknown
"corn, sweet",,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,Low
cottage cheese,91.4,4.3740000000000006,0.0,3.094,,Diabetic-Friendly Foods,COTTAGE CHEESE,DARIGOLD,Cheese,,11.5,,,,,,,,,,,,,,,,,,Unknown
country rustic sourdough bread,,,,,,,,,,,,,Panera Bread,57.0,gram,188.21,36.54,2.12,1.26,0.3,0.0,424.8,1.83,82.6,7.67,,,,Unknown
"crabfest, crab & lobster duo",,,,,,,,,,,,,Red Lobster,1.0,serving,115.5,0.0,0.0,1.13,0.27,190.5,634.5,0.0,300.0,24.78,,,,Unknown
crispy crispers,,,,,,,,,,,,,Chili's,1.0,Serving,376.6,4.41,0.0,20.89,5.68,126.0,117.6,0.14,327.6,39.98,,,,Unknown
crispy firecracker shrimp,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,733.96,75.9,6.12,34.26,7.64,63.93,1392.6,5.92,802.09,30.94,,,,Unknown
crispy onions,,,,,,,,,,,,,Sweetgreen,1.0,Serving,44.86,5.13,0.59,2.43,0.43,,87.19,0.33,17.89,0.62,,,,Unknown
crispy rice,,,,,,,,,,,,,Sweetgreen,1.0,Serving,155.94,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,,,,Unknown
croissant,,,,,,,,,,,,,Panera Bread,1.0,Croissant,272.02,30.69,7.54,14.07,7.81,44.89,312.89,1.74,79.06,5.49,,,,Unknown
crunchy taco,,,,,,,,,,,,,Taco Bell,1.0,Taco,155.94,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,,,,Unknown
crunchy taco supreme,,,,,,,,,,,,,Taco Bell,1.0,Taco,63.31,8.44,0.2,2.9,0.94,0.0,43.09,0.89,30.72,0.85,,,,Unknown
cucumber,30.0,2.598,0.85,0.2156,,Diabetic-Friendly Foods,"Cucumber, peeled, raw",,Vegetables and Vegetable Products,,0.59,,,,,,,,,,,,,,,,,,Unknown
cucumbers,,,,,,,,,,,,,Sweetgreen,1.0,Serving,30.15,7.3,3.36,0.22,0.07,0.0,4.02,1.0,295.47,1.31,,,,Unknown
culver's curderburger,,,,,,,,,,,,,Culver's,1.0,Order,510.0,,,,,,,,,,,,,Unknown
"culver's root beer float, large",,,,,,,,,,,,,Culver's,1.0,Order,237.64,41.69,40.12,7.26,4.48,29.04,84.83,0.46,133.8,2.31,,,,Unknown
"culver's root beer float, medium",,,,,,,,,,,,,Culver's,1.0,Order,237.64,41.69,40.12,7.26,4.48,29.04,84.83,0.46,133.8,2.31,,,,Unknown
"culver's root beer float, small",,,,,,,,,,,,,Culver's,1.0,Order,237.64,41.69,40.12,7.26,4.48,29.04,84.83,0.46,133.8,2.31,,,,Unknown
"culver's vegetable beef soup, large",,,,,,,,,,,,,Culver's,1.0,Order,183.83,24.08,2.67,4.51,2.02,11.86,2069.57,4.74,409.17,13.22,,,,Unknown
"culver's vegetable beef soup, medium",,,,,,,,,,,,,Culver's,1.0,Order,183.83,24.08,2.67,4.51,2.02,11.86,2069.57,4.74,409.17,13.22,,,,Unknown
dark chocolate,539.6666666666666,46.5,8.933333333333334,39.6,,Diabetic-Friendly Foods,DARK CHOCOLATE,CIRCLE K,"Popcorn, Peanuts, Seeds & Related Snacks",,13.2,,,,,,,,,,,,,,,,,,Unknown
dasani water,,,,,,,,,,,,,McDonald's,1.0,Serving,0.42,0.14,0.04,0.0,0.0,0.0,19.54,0.02,2.72,0.01,,,,Unknown
dave's double,,,,,,,,,,,,,Wendy's,1.0,serving,342.89,40.94,5.29,16.83,7.32,0.0,447.32,4.86,224.07,8.74,,,,Unknown
dave's single,,,,,,,,,,,,,Wendy's,1.0,serving,65.52,1.85,1.3,4.85,2.8,16.38,274.89,0.0,59.43,3.6,,,,Unknown
dave's triple,,,,,,,,,,,,,Wendy's,1.0,serving,771.9,40.24,8.19,47.73,19.96,156.87,1586.13,1.25,572.7,45.32,,,,Unknown
deluxe mccrispy,,,,,,,,,,,,,McDonald's,1.0,Serving,530.0,,,,,,,,,,,,,Unknown
diet coke,,,,,,,,,,,,,Popeye's,22.0,oz,0.0,0.36,0.0,0.0,0.0,0.0,56.8,0.0,14.2,0.0,,,,Unknown
diet pepsi,,,,,,,,,,,,,Popeye's,22.0,oz,7.1,1.03,0.0,0.11,0.0,0.0,28.4,0.0,28.4,0.39,,,,Unknown
diet pepsi (bottle),,,,,,,,,,,,,Yoshinoya,1.0,bottle,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,Unknown
"diet pepsi, large",,,,,,,,,,,,,Yoshinoya,1.0,serving,5.45,2.18,0.0,0.0,0.0,0.0,19.57,0.0,12.45,0.01,,,,Unknown
"diet pepsi, regular",,,,,,,,,,,,,Yoshinoya,1.0,serving,7.1,1.03,0.0,0.11,0.0,0.0,28.4,0.0,28.4,0.39,,,,Unknown
dole strawberry lemonade (bottle),,,,,,,,,,,,,Yoshinoya,1.0,bottle,106.21,26.7,25.39,0.37,0.01,0.0,9.88,0.25,41.99,0.12,,,,Unknown
double cheeseburger,,,,,,,,,,,,,McDonald's,1.0,Serving,761.6,40.4,9.77,45.42,18.12,159.6,1344.0,2.8,677.6,47.49,,,,Unknown
double shackburger,,,,,,,,,,,,,Shake Shack,1.0,Serving,354.0,28.92,4.98,17.23,6.12,56.4,496.8,1.08,271.2,20.5,,,,Unknown
double stack,,,,,,,,,,,,,Wendy's,1.0,serving,342.89,40.94,5.29,16.83,7.32,0.0,447.32,4.86,224.07,8.74,,,,Unknown
double stacked taco,,,,,,,,,,,,,Taco Bell,1.0,Taco,337.35,53.76,31.93,11.14,6.07,28.78,246.73,1.33,212.49,6.88,,,,Unknown
double whopper,,,,,,,,,,,,,Burger King,1.0,serving,194.18,22.67,19.4,11.16,6.04,8.74,32.68,1.25,140.6,2.9,,,,Unknown
double-double with onion,,,,,,,,,,,,,In-N-Out Burger,286.0,grams,476.0,57.32,26.47,26.35,12.96,64.25,435.32,3.63,175.61,7.03,,,,Unknown
dr pepper,,,,,,,,,,,,,Popeye's,22.0,oz,1.62,0.35,0.21,0.03,0.0,0.0,0.46,0.14,9.35,0.05,,,,Unknown
dr. pepper,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,1.62,0.35,0.21,0.03,0.0,0.0,0.46,0.14,9.35,0.05,,,,Unknown
"dressing, chipotle ranch",,,,,,,,,,,,,Better Way,2.0,tbsp,129.0,1.77,1.41,13.36,2.09,7.8,270.3,0.0,19.2,0.4,,,,Unknown
"dressing, classic caesar",,,,,,,,,,,,,Olive Garden,2.0,tbsp,6.96,1.52,0.09,0.22,0.07,0.0,745.23,0.96,38.19,0.28,,,,Unknown
edamame,119.4,10.267999999999999,4.7,4.62,,Diabetic-Friendly Foods,EDAMAME,GREAT VALUE,Frozen Vegetables,,11.8,,TGI Friday's,1.0,Serving,93.78,6.91,1.69,4.03,0.48,0.0,4.65,4.03,337.9,9.23,,,,Unknown
edamame salted,,,,,,,,,,,,,Yoshinoya,1.0,serving,272.91,34.5,6.17,10.44,1.42,0.0,368.39,10.32,628.57,14.34,,,,Unknown
egg biscuit,,,,,,,,,,,,,Popeye's,1.0,Serving,372.64,31.91,,22.07,4.73,244.8,890.8,0.82,238.0,11.6,,,,Unknown
egg blt mcmuffin with shredded lettuce (mcdonald's in walmart),,,,,,,,,,,,,McDonald's Canada,1.0,Serving,7.99,1.55,0.56,0.14,0.02,0.0,3.76,0.99,116.09,0.58,,,,Unknown
eggplant parmesan,,,,,,,,,,,,,Bertucci's,1.0,Serving,302.46,20.48,4.15,18.66,6.97,79.8,638.61,3.04,253.21,14.1,,,,Unknown
